Id,Label,value,source,Authority,Hub,pageranks,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,strongcompnum
226,freakinliberals.com/blog_a,0,"Blogarama,BlogCatalog",0,0,0.000187,0,0,0,0,0,0,0,43,257
227,frederickclarkson.com,0,"Blogarama,eTalkingHead",0.009464,0.011722,0.000281,7,6,13,6,0.281719,0.306026,406.672292,0,163
228,freedompress.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,44,258
229,fromtheroots.org,0,CampaignLine,0.032412,0.049603,0.001345,28,35,63,6,0.31011,0.351602,2436.575519,0,163
230,fuckthisblog.blogspot.com,0,Blogarama,0,0.001502,0.000187,0,1,1,8,0.175009,0.182403,0,0,259
231,futuraworkz.com,0,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,45,260
232,gabeanderson.com/life,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,46,261
233,gadflyer.com,0,LabeledManually,0.054358,0,0.003774,56,0,56,0,0,0,0,0,12
234,gaijincory.com,0,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,47,262
235,garbage-house.com,0,Blogarama,0,0.000981,0.000187,0,1,1,8,0.201684,0.208637,0,0,263
236,garrulus.ilcannocchiale.it,0,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,48,264
237,georgewbuy.blogspot.com,0,CampaignLine,0.000609,0,0.000273,2,0,2,0,0,0,0,0,202
238,gisleson.com/blog,0,"Blogarama,CampaignLine",0.00276,0.074312,0.000253,3,51,54,6,0.355102,0.39798,3623.12114,0,163
239,global-equality.org/news/blog/index.shtml,0,"Blogarama,eTalkingHead",0,0.004781,0.000187,0,2,2,7,0.252971,0.267131,0,0,265
240,gloomanddoom.blogspot.com,0,"Blogarama,BlogCatalog",0,0,0.000187,0,0,0,0,0,0,0,49,266
241,goose3five.blogspot.com,0,"Blogarama,LeftyDirectory,BlogCatalog",0.007603,0.060055,0.000539,10,46,56,6,0.356159,0.398015,4963.710523,0,163
242,gotzfamily.org/weblog,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,50,267
243,grassrootsmom.blogspot.com,0,CampaignLine,0.002839,0.021602,0.000197,3,11,14,6,0.287474,0.315221,5.382421,0,163
244,grassrootsnation.com,0,eTalkingHead,0,0.005801,0.000187,0,3,3,7,0.260964,0.288607,0,0,268
245,greaterdemocracy.org,0,CampaignLine,0.004928,0.000189,0.000393,10,2,12,1,1,1,78.463736,0,50
246,greendogdemocrat.blogspot.com,0,CampaignLine,0.001706,0,0.000192,2,0,2,0,0,0,0,0,92
247,greentit.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,51,269
248,gregpalast.com,0,LabeledManually,0.038535,0,0.002149,45,0,45,0,0,0,0,0,2
249,grupo-utopia.com/blog/isou,0,LabeledManually,0.016239,0.023537,0.001059,24,20,44,6,0.356956,0.387827,12424.603596,0,163
250,hal9000report.blogdrive.com,0,BlogCatalog,0,0.002603,0.000187,0,4,4,7,0.238605,0.255276,0,0,270
251,halcyondays.info,0,eTalkingHead,0,0,0.000187,0,0,0,0,0,0,0,52,271
252,hategun.com,0,BlogCatalog,0.001399,0,0.000204,1,0,1,0,0,0,0,0,121
253,hellafaded.blogspot.com,0,Blogarama,0.001014,0.037824,0.000208,1,18,19,6,0.315946,0.349147,5.560496,0,163
254,hellofromparis.blogspot.com,0,eTalkingHead,0,0,0.000187,0,0,0,0,0,0,0,53,272
255,hellskitchennyc.blogspot.com,0,BlogCatalog,0,0.000395,0.000187,0,1,1,7,0.238724,0.254933,0,0,273
256,hereswhatsleft.typepad.com,0,eTalkingHead,0.008496,0.05237,0.000271,8,35,43,6,0.342888,0.381661,421.755341,0,163
257,hereswhatsleft.typepad.com/home,0,"Blogarama,LeftyDirectory",0,0.052522,0.000187,0,36,36,6,0.343123,0.382307,0,0,274
258,heysucka.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,54,275
259,higherpieproductions.com,0,"Blogarama,LeftyDirectory,BlogCatalog,LabeledManually",0.012792,0.069676,0.000351,11,50,61,6,0.331256,0.380059,2638.210841,0,163
260,hoeffelforsenate.com/blog,0,CampaignLine,0,0,0.000187,0,0,0,0,0,0,0,55,276
261,home.att.net/~dbarnhill,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,56,277
262,home.att.net/~gentle.reader,0,LabeledManually,0,0.006224,0.000187,0,5,5,7,0.301732,0.322157,0,0,278
263,home.earthlink.net/~cdowner,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,57,279
264,home.earthlink.net/~fsrhine,0,"Blogarama,LeftyDirectory,LabeledManually",0.014664,0.041034,0.000393,14,41,55,6,0.321465,0.368617,1519.136134,0,163
265,home.earthlink.net/~heavy-duty,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,58,280
266,home.earthlink.net/~juris_doctor_szh,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,59,281
267,home.earthlink.net/~kevin.omeara,0,Blogarama,0.000301,0.00477,0.000206,1,3,4,7,0.292482,0.313562,53.420967,0,163
268,home.houston.rr.com/skeptical,0,Blogarama,0.019808,0.018515,0.000478,12,15,27,6,0.309408,0.341867,608.185407,0,163
269,homepage.mac.com/elisa_camahort/iblog,0,BlogCatalog,0.000384,0,0.000213,1,1,2,8,0.2189,0.230649,0,0,282
270,homepage.mac.com/georgia.nesmith/iblog/index.html,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,60,283
271,homepage.mac.com/jpbarr/myblog,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,61,284
272,hotflashesfromthecampaigntrail.blogspot.com,0,CampaignLine,0.001322,0,0.000191,1,0,1,0,0,0,0,0,79
273,hotflashreport.com,0,eTalkingHead,0.003608,0.015572,0.000235,4,10,14,7,0.277955,0.308979,24.640581,0,163
274,howienfriends.blogspot.com,0,Blogarama,0,0.007534,0.000187,0,4,4,7,0.261249,0.28853,0,0,285
275,hugozoom.blogspot.com,0,"Blogarama,LeftyDirectory",0.008106,0.003327,0.000237,5,2,7,7,0.25823,0.284844,3.497473,0,163
276,ibe.blogspot.com,0,"Blogarama,BlogCatalog",0.023181,0,0.00108,38,0,38,0,0,0,0,0,40
277,ibrutus.com,0,"Blogarama,BlogCatalog",0,0.010128,0.000187,0,6,6,7,0.27865,0.301558,0,0,286
278,iddybud.blogspot.com,0,"Blogarama,LeftyDirectory,eTalkingHead",0.02687,0.041258,0.000506,23,50,73,6,0.367794,0.409509,5392.066293,0,163
279,idiosyncratictendencies.com,0,Blogarama,0.001706,0.007823,0.000192,2,2,4,7,0.272494,0.293238,0,0,163
280,idlehandsmag.com/yellowdog04,0,BlogCatalog,0.001668,0.001135,0.000209,1,2,3,7,0.279825,0.297345,26.656789,0,163
281,iflipflop.com,0,Blogarama,0.002126,0.026327,0.000205,1,12,13,6,0.296468,0.327203,0.18344,0,163
282,ignatz.blogspot.com,0,Blogarama,0.011423,0.030867,0.00027,6,17,23,6,0.311828,0.345455,67.38026,0,163
283,ihatepatrobertson.com,0,"Blogarama,BlogCatalog,CampaignLine",0.007048,0.016088,0.000321,6,13,19,6,0.295006,0.327604,1480.294215,0,163
284,ilovecynics.com,0,Blogarama,0,0.000496,0.000187,0,1,1,1,1,1,0,0,287
285,in-sub-ordination.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,62,288
286,inez2004.com/blogs,0,CampaignLine,0,0,0.000187,0,0,0,0,0,0,0,63,289
287,insanepreschoolmom.blogspot.com,0,BlogCatalog,0.00002,0.005709,0.00027,1,3,4,7,0.268498,0.292407,144.336001,0,251
288,interestingtimes.blogspot.com,0,LabeledManually,0.050532,0.082614,0.000982,33,57,90,6,0.326176,0.378666,2461.730427,0,163
289,interestingtimes.typepad.com,0,"Blogarama,eTalkingHead",0.003017,0.03106,0.0002,2,19,21,6,0.293288,0.32722,69.013499,0,163
290,ironmouth.com,0,eTalkingHead,0,0.017473,0.000187,0,6,6,7,0.287601,0.313336,0,0,290
291,irregulartimes.com/blogger.html,0,"Blogarama,LeftyDirectory",0.002031,0,0.000197,1,0,1,0,0,0,0,0,127
292,islanddave.blogspot.com,0,Blogarama,0.003472,0,0.000268,5,0,5,0,0,0,0,0,69
293,itlookslikethis.blogeasy.com,0,Blogarama,0,0.016537,0.000187,0,8,8,7,0.2734,0.296683,0,0,294
294,itsabitmuch.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,64,295
295,ivotedforgeorge.com,0,eTalkingHead,0.006625,0.015677,0.000288,6,9,15,6,0.282384,0.307053,160.728274,0,163
296,iwantmycountryback.org,0,"eTalkingHead,CampaignLine",0,0.058012,0.000187,0,41,41,6,0.355737,0.395999,0,0,296
297,j-bradford-delong.net/movable_type,0,"LeftyDirectory,eTalkingHead",0.119164,0.018525,0.00506,109,8,117,7,0.285331,0.311017,847.476317,0,163
298,jadbury.com,0,BlogCatalog,0.000473,0.018256,0.000218,2,11,13,6,0.292571,0.320672,148.80025,0,163
299,jadbury.com/blog,0,"LeftyDirectory,eTalkingHead",0.005,0.018175,0.000238,4,11,15,6,0.292571,0.320672,889.331969,0,163
300,jadedreality.blogspot.com,0,"Blogarama,BlogCatalog",0.003124,0.016162,0.000216,4,7,11,7,0.277552,0.30048,6.170581,0,163
301,jameswolcott.com,0,LeftyDirectory,0.087772,0.007816,0.005309,80,3,83,6,0.267842,0.291048,19795.205474,0,163
302,jamiefeyrer.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,65,297
303,janm.blogspot.com,0,Blogarama,0.000666,0.016262,0.000201,1,9,10,6,0.266223,0.291042,1.179654,0,223
304,jason.unitedworkers.org,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,66,298
305,jbcougar.blogspot.com,0,Blogarama,0,0.012892,0.000187,0,7,7,7,0.256355,0.279682,0,0,299
306,jcchurch.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,67,300
307,jdeeth.blogspot.com,0,"Blogarama,BlogCatalog",0.000883,0.019863,0.00022,1,9,10,7,0.273977,0.298846,3.314645,0,163
308,jeremybrendan.blogspot.com,0,BlogCatalog,0,0.001589,0.000187,0,1,1,8,0.238962,0.25198,0,0,301
309,jetage.blogspot.com,0,Blogarama,0,0.011133,0.000187,0,3,3,7,0.26261,0.284842,0,0,302
310,jewssansfrontieres.blogspot.com,0,Blogarama,0.005013,0.001416,0.000234,4,2,6,7,0.240392,0.258093,20.21158,0,163
311,jimgilliam.com,0,"Blogarama,BlogCatalog",0.003951,0.007281,0.00021,3,3,6,7,0.243573,0.263415,1.086856,0,163
312,jimtreacher.com,0,LeftyDirectory,0.017858,0.003217,0.001394,24,3,27,7,0.27203,0.288379,863.239761,0,163
313,jinkythecat.blogspot.com,0,Blogarama,0.002032,0.019278,0.000204,3,11,14,7,0.29159,0.321448,19.220414,0,163
314,jmbzine.com,0,Blogarama,0.001592,0,0.000202,2,0,2,0,0,0,0,0,74
315,joebrent.blogspot.com,0,Blogarama,0,0.016583,0.000187,0,10,10,7,0.325187,0.349923,0,0,303
316,john.hoke.org,0,BlogCatalog,0.00721,0.016795,0.000292,6,15,21,6,0.31996,0.347092,1079.002256,0,163
317,johnmccrory.com,0,"Blogarama,LeftyDirectory",0.003375,0.063625,0.000231,3,40,43,6,0.315217,0.359039,622.7711,0,163
318,johnnynobody.blogspot.com,0,Blogarama,0.003754,0,0.000223,4,0,4,0,0,0,0,0,62
319,jointhecrowd.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,68,304
320,jospehsmind.blogspot.com,0,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,69,305
321,journals.aol.com/breuvers/madashellnotgoingtotakeitanymore,0,Blogarama,0.001322,0.000738,0.000191,1,3,4,7,0.27335,0.292173,5.61576,0,163
322,jpandre.blogspot.com,0,eTalkingHead,0,0,0.000187,0,0,0,0,0,0,0,70,306
323,juancole.com,0,"BlogPulse,eTalkingHead",0.143312,0.015957,0.008493,165,9,174,7,0.309009,0.331602,7397.846687,0,163
324,juandejesus.50megs.com/juancomments.html,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,71,307
325,julietterossant.com/superchefblog/superchefblog.html,0,eTalkingHead,0,0.000173,0.000187,0,1,1,2,0.666667,0.75,0,0,308
326,juliusblog.blogspot.com,0,BlogPulse,0.015132,0.060846,0.000355,11,37,48,6,0.335789,0.373354,351.411782,0,163
327,justmark.com,0,Blogarama,0,0.001631,0.000187,0,1,1,1,1,1,0,0,309
328,karlhenderson.blogspot.com,0,Blogarama,0,0.005542,0.000187,0,5,5,6,0.286056,0.307655,0,0,310
329,karmicsoup.blogspot.com,0,BlogCatalog,0.002085,0.00404,0.000204,3,1,4,7,0.240876,0.258235,0,0,163
330,katyggls.blogspot.com,0,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,72,311
331,kcdems.blogspot.com,0,CampaignLine,0.001952,0.011142,0.000259,2,4,6,6,0.281802,0.303971,61.392832,0,163
332,kensain.com,0,Blogarama,0.003936,0.028244,0.000246,6,23,29,6,0.362637,0.396796,3532.36002,0,163
333,kerryforpresident2008.blogspot.com,0,Blogarama,0.002061,0.005023,0.000215,4,5,9,7,0.264073,0.282701,11233.052578,0,163
334,kerrytalkingpoints.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,73,312
335,kicktheleftist.blogspot.com,0,eTalkingHead,0.012534,0.019406,0.000341,9,8,17,6,0.287474,0.315117,10.708021,0,163
336,kiersten.connersax.com,0,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,74,313
337,kiosan.blogharbor.com,0,"Blogarama,LeftyDirectory",0.004836,0.006212,0.000229,5,5,10,7,0.287301,0.315938,38.030777,0,163
338,kippsblog.com,0,Blogarama,0,0.000498,0.000187,0,1,1,8,0.229241,0.242033,0,0,314
339,kristyandotherwise.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,75,315
340,kurtkk.blogspot.com,0,Blogarama,0,0.001241,0.000187,0,2,2,7,0.241006,0.258149,0,0,316
341,kydem.blogspot.com,0,"Blogarama,CampaignLine",0.006405,0.010153,0.00039,7,6,13,7,0.279988,0.302727,46.908463,0,163
342,labandadelbuko.ilcannocchiale.it,0,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,76,317
343,lagernik.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,77,318
344,lastdaysoftherepublic.fatoprofugus.net,0,Blogarama,0,0.026922,0.000187,0,10,10,6,0.288207,0.315362,0,0,319
345,lawdork.blogspot.com,0,"LeftyDirectory,eTalkingHead",0.002526,0.007419,0.000204,2,7,9,7,0.301607,0.325404,391.577167,0,163
346,laylasblog.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,78,320
347,leanleft.com,0,LeftyDirectory,0.063749,0.074361,0.001479,42,43,85,6,0.322005,0.368042,1623.315291,0,163
348,leavethematrix.blogspot.com,0,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,79,321
349,left2right.typepad.com,0,Blogarama,0.007025,0.008074,0.000792,9,4,13,7,0.275554,0.296216,394.49774,0,163
350,lefterer.com,0,"Blogarama,LeftyDirectory",0.004952,0.033639,0.000235,3,21,24,6,0.29776,0.333351,1060.628071,0,163
351,lefti.blogspot.com,0,"LeftyDirectory,LabeledManually",0.021601,0.018335,0.000475,16,11,27,6,0.293829,0.322327,105.964715,0,163
352,leftinthereign.blogspot.com,0,Blogarama,0,0.006792,0.000187,0,4,4,6,0.307445,0.326931,0,0,322
353,leftthought.blogspot.com,0,"Blogarama,LeftyDirectory",0.002031,0.002227,0.000197,1,2,3,7,0.260408,0.27483,0,0,163
354,lefttimes.com,0,"Blogarama,LeftyDirectory",0.002031,0,0.000197,1,0,1,0,0,0,0,0,126
355,leftwingnation.com,0,Blogarama,0,0.004672,0.000187,0,2,2,7,0.24247,0.261383,0,0,323
356,lendmesomesugar.blogs.com/shut_up_already,0,Blogarama,0,0.002998,0.000187,0,2,2,7,0.255808,0.273638,0,0,324
357,lennonreport.blogspot.com,0,CampaignLine,0.000294,0.010677,0.000207,1,8,9,7,0.289593,0.316677,42.232878,0,293
358,leonards-digest.blogspot.com,0,"Blogarama,LeftyDirectory,BlogCatalog",0.002044,0.001823,0.000276,2,1,3,7,0.240211,0.257825,956,0,163
359,lettherebepeace.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,80,325
360,liberalangst.org,0,Blogarama,0.001793,0,0.000202,2,0,2,0,0,0,0,0,70
361,liberalavenger.com,0,Blogarama,0.009903,0.020122,0.00042,10,14,24,6,0.32864,0.358917,2619.895188,0,163
362,liberaleric.blogspot.com,0,Blogarama,0,0.007823,0.000187,0,2,2,7,0.272469,0.293193,0,0,326
363,liberaloasis.com,0,"LeftyDirectory,LabeledManually,CampaignLine",0.107332,0.126698,0.003359,101,115,216,6,0.347747,0.42675,31778.007129,0,163
364,liberalreview.blogspot.com,0,Blogarama,0,0.000981,0.000187,0,1,1,8,0.201684,0.208637,0,0,327
365,liberalthunderdome.blogspot.com,0,BlogCatalog,0,0.008414,0.000187,0,3,3,7,0.27348,0.294376,0,0,328
366,liberationlearning.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,81,329
367,lightupthedarkness.org,0,CampaignLine,0.004674,0,0.001045,8,0,8,0,0,0,0,0,82
368,lightupthedarkness.org/blog/default.asp,0,BlogCatalog,0,0.00514,0.000187,0,6,6,7,0.279545,0.300967,0,0,330
369,limecoconut.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,82,331
370,limericksavant.blogspot.com,0,"Blogarama,LeftyDirectory,BlogCatalog,eTalkingHead",0.002031,0.001559,0.000197,1,2,3,8,0.244882,0.259871,2.696333,0,163
371,liquidlist.com,0,"Blogarama,LeftyDirectory",0.035988,0.009087,0.000997,27,4,31,7,0.277955,0.299696,91.669236,0,163
372,literarybargainville.net,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,83,332
373,livejournal.com/users/hoptkov,0,Blogarama,0,0.002098,0.000187,0,2,2,7,0.217037,0.229879,0,0,333
374,livejournal.com/users/jmhm,0,LeftyDirectory,0.046995,0.015389,0.001185,30,9,39,6,0.319533,0.344375,340.874011,0,163
375,livejournal.com/~dailyapple,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,84,334
376,livejournal.com/~ladywriter_mts,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,85,335
377,loadedmouth.com,0,"Blogarama,eTalkingHead",0.013387,0.0454,0.000716,14,42,56,6,0.344616,0.389586,4675.274836,0,163
378,lorenjavier.blogspot.com,0,Blogarama,0,0.025234,0.000187,0,14,14,6,0.29154,0.31992,0,0,336
379,loud-liberal.blogspot.com,0,Blogarama,0.004348,0.006526,0.00022,3,3,6,7,0.236238,0.254152,5.82283,0,163
380,loveamericahatebush.com,0,Blogarama,0.000023,0.000012,0.000347,1,1,2,9,0.206695,0.21401,0,0,163
381,lowrentrat.blogdrive.com,0,"Blogarama,eTalkingHead",0.000952,0.010435,0.00019,1,6,7,7,0.265612,0.285122,0.483925,0,163
382,ltobs.blogspot.com,0,Blogarama,0,0.000888,0.000187,0,1,1,8,0.216204,0.226789,0,0,337
383,ludis.blogspot.com,0,Blogarama,0,0.029644,0.000187,0,14,14,7,0.28812,0.317842,0,0,338
384,ludovicspeaks.typepad.com,0,"Blogarama,eTalkingHead",0.000198,0.01111,0.000214,1,5,6,7,0.248444,0.269647,0,0,339
385,ludovicspeaks.typepad.com/real_deal,0,Blogarama,0,0.011113,0.000187,0,6,6,7,0.248639,0.270408,0,0,340
386,madamepresident2020.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,86,341
387,madkane.com/notable.html,0,"LeftyDirectory,BlogCatalog,eTalkingHead,CampaignLine",0.053025,0.128022,0.001018,39,131,170,5,0.412678,0.481418,45021.616145,0,163
388,maggiespants.co.uk,0,eTalkingHead,0,0.001477,0.000187,0,2,2,8,0.201854,0.209472,0,0,342
389,mahablog.com,0,LabeledManually,0.045923,0.065982,0.000776,39,40,79,6,0.333798,0.374747,1542.214255,0,163
390,marcbrazeau.blogspot.com,0,Blogarama,0,0.027214,0.000187,0,17,17,7,0.312256,0.344547,0,0,343
391,margaretcho.com/blog/blog.htm,0,LabeledManually,0.029059,0.017662,0.001267,25,7,32,7,0.282551,0.306053,141.772723,0,163
392,margieburns.com,0,BlogCatalog,0.000084,0,0.000207,1,0,1,0,0,0,0,0,344
393,markadams.blogdrive.com,0,"Blogarama,LeftyDirectory,eTalkingHead",0.009208,0.017279,0.000367,10,23,33,6,0.333798,0.365465,940.214261,0,163
394,markarkleiman.com,0,eTalkingHead,0.077209,0.064971,0.002615,59,39,98,6,0.332292,0.377133,4518.122071,0,163
395,markch.blogspot.com,0,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,87,345
396,markschmitt.typepad.com/decembrist,0,LeftyDirectory,0.033569,0.022918,0.002766,34,11,45,7,0.284229,0.310696,746.041572,0,163
397,markwarnerforpresident2008.blogspot.com,0,CampaignLine,0.000281,0,0.000203,1,0,1,0,0,0,0,0,205
398,martadonayre.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,88,346
399,maruthecrankpot.blogspot.com,0,LeftyDirectory,0.038042,0.038052,0.000919,30,36,66,6,0.356292,0.39427,9014.034572,0,163
400,massachusetts-liberal.com,0,Blogarama,0,0,0.000187,0,1,1,8,0.191112,0.199983,0,0,348
401,mathewgross.com,0,BlogPulse,0.002663,0.000524,0.000287,4,1,5,8,0.23038,0.245003,7.942345,0,163
402,mathewgross.com/blog,0,CampaignLine,0.029438,0.036059,0.001223,25,24,49,7,0.29925,0.335903,5301.638545,0,163
403,matthewyglesias.com,0,LeftyDirectory,0,0.00243,0.000187,0,1,1,8,0.221298,0.233285,0,0,349
404,maultasch.us,0,Blogarama,0.001706,0,0.000192,2,0,2,0,0,0,0,0,85
405,maxspeak.org/mt,0,Blogarama,0.11078,0.015028,0.003578,87,7,94,7,0.315321,0.346144,3303.508483,0,163
406,mayflowerhill.blogspot.com,0,eTalkingHead,0.00051,0.024299,0.000203,1,16,17,7,0.310513,0.342332,31.42813,0,163
407,mcwil.blogspot.com,0,BlogCatalog,0.000076,0,0.000197,1,0,1,0,0,0,0,0,90
408,meanspirit.blogspot.com,0,BlogCatalog,0.000076,0,0.000197,1,0,1,0,0,0,0,0,86
409,meateatingleftist.com,0,"Blogarama,BlogCatalog",0.001389,0.024357,0.000214,2,15,17,7,0.285501,0.316659,15.549157,0,163
410,mediajunkie.com/edgewise,0,CampaignLine,0.003307,0.048252,0.000237,3,36,39,6,0.328302,0.370237,1722.356547,0,163
411,mediaprima.com/nv1962,0,"Blogarama,BlogCatalog",0.001542,0,0.000191,1,0,1,0,0,0,0,0,119
412,members.aol.com/ourprez08,0,CampaignLine,0,0,0.000187,0,0,0,0,0,0,0,89,350
413,members.cox.net/aaronjohn,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,90,351
414,messengerpuppet.com/blog,0,BlogCatalog,0,0.001774,0.000187,0,2,2,7,0.292698,0.30898,0,0,352
415,metropol47.blogspot.com,0,Blogarama,0.001177,0.008845,0.000218,2,6,8,7,0.271259,0.291957,134.5041,0,163
416,michael124.blogspot.com,0,Blogarama,0,0.014126,0.000187,0,8,8,7,0.284526,0.309839,0,0,353
417,michaelberube.com,0,LeftyDirectory,0.068981,0.107735,0.001523,52,73,125,6,0.371939,0.423145,4620.101582,0,163
418,michaelphillips.blogspot.com,0,BlogCatalog,0.000289,0.037437,0.000377,2,24,26,6,0.300564,0.334913,1033.814833,0,223
419,mickikrimmel.com/redcarpet,0,BlogCatalog,0,0.004322,0.000187,0,3,3,7,0.254923,0.27623,0,0,354
420,midguard.blogspot.com,0,Blogarama,0.000709,0.00471,0.000225,2,4,6,7,0.269958,0.288762,33.02211,0,163
421,minagahet.blogspot.com,0,Blogarama,0,0.010291,0.000187,0,5,5,7,0.266555,0.285729,0,0,355
422,mirocat.com,0,Blogarama,0.003029,0.009745,0.000196,3,8,11,7,0.306436,0.328644,36.4423,0,163
423,miss-sassafras.com,0,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,91,356
424,misschin.bloggage.com,0,BlogCatalog,0.00048,0.000039,0.000523,2,1,3,8,0.208451,0.214592,0,0,163
425,missourikid.blog-city.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,92,357
426,mixtersmix.blogspot.com,0,Blogarama,0.000642,0.000292,0.000285,2,2,4,8,0.260621,0.275179,0,0,163
427,montages.blogspot.com,0,Blogarama,0.002201,0.008338,0.00022,3,9,12,7,0.279579,0.300866,966.889757,0,163
428,moxiegrrrl.com,0,BlogCatalog,0,0.011619,0.000187,0,7,7,7,0.276399,0.30035,0,0,358
429,mrleft.org,0,"Blogarama,LeftyDirectory,BlogCatalog,eTalkingHead,CampaignLine",0.003737,0,0.000202,3,0,3,0,0,0,0,0,84
430,mrstevebeers.blogspot.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,93,359
431,msnbc.msn.com/id/3449870,0,LabeledManually,0.042775,0.067965,0.002502,51,36,87,6,0.335084,0.377099,5008.71412,0,163
432,mstabile.blogspot.com,0,"LeftyDirectory,eTalkingHead",0.030754,0.018339,0.000498,24,10,34,7,0.290616,0.31969,152.029947,0,163
433,multitudes.typepad.com,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,94,360
434,mydd.com,0,"LeftyDirectory,LabeledManually,eTalkingHead",0.102429,0.062204,0.004143,114,45,159,6,0.315842,0.363027,11241.593787,0,163
435,myducksoup.com/blog/bloglib/bloglib.shtml,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,95,361
436,myleftbrain.com,0,"LeftyDirectory,BlogCatalog,eTalkingHead",0.011764,0.039547,0.000499,9,24,33,6,0.322005,0.354249,458.750981,0,163
437,myleftthoughts.blogspot.com,0,Blogarama,0,0.001589,0.000187,0,1,1,8,0.238962,0.25198,0,0,362
438,mysterypollster.com/main,0,LabeledManually,0.004492,0.01751,0.000372,6,12,18,7,0.320818,0.349933,605.157079,0,163
439,nastyboys.blogspot.com,0,"Blogarama,LeftyDirectory",0.002708,0.000984,0.000218,2,3,5,6,0.266055,0.280564,10.700097,0,163
440,nathancallahan.com,0,eTalkingHead,0.001046,0.009314,0.000313,2,5,7,7,0.273272,0.295763,1035.766964,0,163
441,nathannewman.org/log,0,"LeftyDirectory,LabeledManually",0.083612,0.037183,0.002606,61,17,78,6,0.296744,0.330617,704.907539,0,163
442,nationalreview.com/frum/frum-diary.asp,0,CampaignLine,0.009383,0,0.001896,15,0,15,0,0,0,0,0,25
443,ndnblog.org,0,LabeledManually,0.018129,0,0.000991,15,0,15,0,0,0,0,0,18
444,nearouterheaven.blogspot.com,0,"Blogarama,LeftyDirectory",0.002031,0.033551,0.000197,1,16,17,6,0.300754,0.333978,3.746134,0,163
445,nebursworld.blogspot.com,0,Blogarama,0,0.002607,0.000187,0,1,1,8,0.250261,0.262366,0,0,363
446,needlenose.com,0,"Blogarama,LeftyDirectory,BlogCatalog",0.044202,0.006479,0.001072,33,3,36,7,0.268896,0.289023,24.150249,0,163
447,nephandus.com/blog.php,0,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,96,364
448,nerofiddled.blogspot.com,0,"Blogarama,BlogCatalog",0.00012,0.00896,0.000234,1,6,7,7,0.262367,0.284474,25.823584,0,365
449,netpolitik.blogspot.com,0,Blogarama,0.011821,0.038453,0.000373,13,27,40,6,0.317308,0.357245,760.462013,0,163
